carat,cut,color,clarity,depth,table,x,y,z,price
0.9,Premium,G,VS2,60.2,59,6.28,6.22,3.76,4424
1.09,Very Good,G,VS2,59.9,56,6.59,6.73,3.99,5783
1.16,Ideal,F,VS2,61.4,56,6.83,6.78,4.18,9432
1.01,Very Good,J,SI1,62.2,57,6.35,6.39,3.96,4295
0.63,Ideal,E,VS1,61.9,55,5.46,5.5,3.4,2565
0.9,Very Good,G,SI1,63.6,57,6.07,6.13,3.88,3718
1,Good,E,SI2,60.5,61,6.31,6.38,3.84,4004
1.53,Ideal,F,SI1,61.6,56,7.39,7.34,4.54,12109
2.22,Ideal,G,SI2,60.9,57,8.47,8.42,5.14,15584
1.51,Very Good,H,VS2,63.5,60,7.27,7.24,4.61,10822
0.84,Very Good,G,SI2,62.8,57,6,6.04,3.78,3015
0.71,Fair,D,SI1,55.5,62,6,5.97,3.32,2086
1.05,Very Good,G,SI2,63.2,54,6.52,6.49,4.11,4318
1.44,Premium,I,SI1,62.9,59,7.2,7.15,4.51,7580
0.77,Very Good,F,SI2,60.1,56,5.94,5.97,3.58,2667
2.3,Ideal,H,SI2,61.6,56,8.48,8.52,5.24,18304
0.93,Good,D,SI1,63.8,59,6.21,6.15,3.94,3812
0.7,Very Good,E,VS1,62,60,5.61,5.64,3.49,3109
0.76,Premium,F,SI1,60.9,59,5.89,5.83,3.57,2631
1.22,Ideal,F,VS2,62.6,56,6.8,6.78,4.25,8733
0.78,Ideal,E,SI1,62.7,55,5.87,5.9,3.69,3067
0.71,Ideal,E,VS2,61.1,56,5.77,5.79,3.53,3342
1.26,Fair,I,SI2,64.8,57,6.73,6.69,4.35,4551
1.7,Premium,H,SI2,59.8,61,7.67,7.62,4.57,8263
1.11,Ideal,F,VS2,60.4,58,6.73,6.66,4.04,7275
1.13,Premium,F,VS2,59.8,61,6.81,6.76,4.06,6822
0.71,Ideal,H,VVS2,61.5,54,5.74,5.8,3.55,2594
0.72,Very Good,E,SI1,62.9,54,5.72,5.76,3.61,2567
1.7,Premium,G,SI2,61.9,58,7.61,7.57,4.7,10472
1.01,Very Good,H,VS1,64,54,6.3,6.38,4.06,5305
2.04,Premium,I,SI2,59.8,59,8.3,8.23,4.94,14605
1.05,Ideal,D,VVS2,61.9,54,6.53,6.55,4.05,11196
1.07,Ideal,F,SI2,61.9,55,6.53,6.58,4.06,4374
1.51,Ideal,F,VS2,62.4,53,7.37,7.32,4.58,15688
1.02,Ideal,H,SI2,60.5,60,6.56,6.53,3.96,4225
1.71,Ideal,J,VS1,62.4,56,7.63,7.59,4.75,10778
1.02,Premium,F,IF,62.5,58,6.54,6.39,4.04,11167
1.03,Ideal,H,SI1,61,55,6.56,6.59,4.01,4759
2.27,Premium,J,VS1,62.4,58,8.36,8.41,5.23,16994
2.05,Ideal,G,SI2,61.6,56,8.16,8.11,5.01,18181
1.01,Fair,G,VS2,64.9,56,6.27,6.21,4.05,4887
0.9,Good,E,SI1,64.3,62,6,6.07,3.88,3400
1.18,Very Good,E,I1,62.5,58,6.62,6.75,4.18,3894
1.5,Ideal,J,VS2,61.6,58,7.33,7.38,4.53,7515
1.51,Fair,E,SI1,65.3,62,7.16,7.09,4.65,8869
1.5,Premium,D,SI1,61,61,7.32,7.28,4.45,11863
1,Premium,D,SI2,61.6,58,6.45,6.37,3.95,4626
1.13,Ideal,H,I1,62.2,55,6.69,6.65,4.15,3745
1.68,Premium,I,SI1,61.5,59,7.63,7.58,4.68,10151
0.82,Good,J,SI1,57.5,62,6.2,6.25,3.58,2033
2.01,Ideal,I,SI1,62.9,57,8.05,7.98,5.04,12717
1.02,Ideal,E,SI1,61.9,55,6.49,6.46,4.01,5806
1.59,Ideal,H,VS1,61.8,56,7.49,7.53,4.64,14031
2,Good,G,SI1,64.2,59,7.84,7.93,5.06,17740
1.01,Very Good,I,SI1,62.1,59,6.36,6.42,3.97,4418
1.54,Good,I,VS1,63.6,60,7.33,7.3,4.65,10349
1.51,Premium,J,VS1,62.3,59,7.31,7.34,4.56,7848
0.7,Fair,F,VS2,65.3,55,5.63,5.58,3.66,2762
0.92,Ideal,H,IF,62.5,55,6.25,6.3,3.92,5758
1.7,Premium,I,VS2,62.2,58,7.65,7.6,4.74,11888
1.01,Premium,F,SI2,61.3,60,6.43,6.4,3.93,4497
0.88,Very Good,I,VS1,63.3,55,6.11,6.06,3.85,2996
1.17,Ideal,G,VS2,62.2,57,6.75,6.72,4.19,6321
0.72,Ideal,D,SI2,61.8,56,5.75,5.78,3.56,2618
1.09,Very Good,E,SI2,62.2,58,6.54,6.61,4.09,5165
0.55,Premium,E,VS1,59.6,60,5.41,5.36,3.15,2277
1.02,Premium,H,SI1,61.2,57,6.54,6.5,3.99,4819
0.72,Very Good,F,VS2,63.3,57,5.69,5.72,3.61,2931
0.71,Ideal,F,SI2,60.7,57,5.78,5.81,3.52,2291
1.03,Ideal,I,SI1,60.7,60,6.5,6.55,3.96,4458
0.9,Premium,G,SI1,60.1,59,6.25,6.2,3.74,3326
0.7,Ideal,G,VVS2,62.1,53,5.71,5.75,3.56,2895
0.61,Ideal,G,VS1,62.6,55,5.46,5.43,3.41,2309
1.02,Premium,F,SI1,61.4,58,6.48,6.41,3.96,5369
0.71,Very Good,D,SI1,63.2,56,5.69,5.73,3.61,2652
0.91,Ideal,G,SI1,62,56,6.19,6.22,3.85,4922
2.01,Premium,H,VS2,62.8,58,7.99,7.9,4.99,13342
1.01,Premium,G,SI1,60.6,57,6.52,6.49,3.94,5006
0.82,Ideal,I,SI2,61.1,57,6.05,6.09,3.71,2075
0.63,Ideal,D,VS2,61.1,55,5.6,5.56,3.41,2106
0.7,Premium,F,SI1,62.5,62,5.63,5.57,3.5,2268
1,Good,I,SI1,60.5,57,6.4,6.46,3.89,3878
0.66,Premium,F,VS1,60.8,58,5.67,5.64,3.44,2368
1.03,Ideal,F,SI1,62.6,57,6.42,6.46,4.03,5366
0.76,Premium,E,VS2,63,59,5.79,5.76,3.64,3107
0.74,Ideal,J,VS1,61.6,57,5.77,5.83,3.57,2154
0.71,Ideal,E,VS2,61.3,56,5.76,5.79,3.54,3553
0.9,Very Good,G,SI2,60.3,63,6.33,6.25,3.79,3478
0.74,Ideal,E,VS2,62.6,56,5.73,5.81,3.61,3036
0.5,Very Good,F,VVS2,61,61,5.09,5.11,3.11,2013
1.01,Very Good,H,SI1,63.1,60,6.41,6.37,4.03,4513
1.07,Premium,H,VS2,62.1,59,6.52,6.56,4.06,5327
0.73,Very Good,E,SI1,60.2,60,5.81,5.86,3.51,2564
1,Ideal,F,SI1,63,56,6.41,6.38,4.03,5656
1,Premium,E,SI1,61.1,60,6.47,6.42,3.94,5174
1.17,Ideal,J,VS2,62.1,56,6.8,6.75,4.21,4619
1.51,Very Good,F,SI2,63.4,57,7.29,7.25,4.61,9471
1.07,Premium,G,VS2,62.5,57,6.58,6.5,4.09,6644
0.75,Very Good,G,VS2,63.3,58,5.78,5.75,3.65,2467
1.01,Very Good,G,VS1,59.3,57,6.55,6.6,3.9,7451
1.12,Ideal,H,SI1,61.9,57,6.64,6.68,4.12,5521
1.13,Ideal,I,SI2,61.7,57,6.59,6.7,4.13,4307
0.5,Ideal,E,VVS1,61.9,58,5.07,5.11,3.15,2682
1.54,Ideal,G,VVS2,62,54,7.36,7.43,4.59,15415
1,Fair,H,SI2,66.5,62,6.19,6.1,4.09,3248
0.71,Very Good,G,VVS2,62.8,58,5.69,5.75,3.59,3281
1.04,Very Good,G,VS2,61.8,56,6.47,6.5,4.01,6177
1.42,Premium,E,SI1,61.1,62,7.2,7.17,4.39,9447
1.2,Premium,G,SI2,62.4,58,6.77,6.73,4.21,5846
0.59,Ideal,E,VVS2,61,58,5.39,5.43,3.3,2515
1.2,Ideal,J,VS1,61.3,56,6.83,6.87,4.2,5534
0.56,Premium,F,VVS1,61.1,56,5.41,5.3,3.27,2218
0.72,Premium,F,VS1,62.2,57,5.74,5.67,3.55,3167
0.8,Very Good,H,VS2,63.4,60,5.92,5.82,3.72,2797
0.7,Ideal,E,SI2,62.1,56,5.65,5.68,3.52,2453
0.71,Ideal,F,SI2,62.1,56,5.75,5.7,3.56,2637
1,Ideal,E,SI1,62.6,56,6.37,6.29,3.96,4480
1.34,Ideal,J,VS1,62,57,7.04,7.12,4.39,5748
1,Fair,H,VS2,66.8,63,6.19,6.08,4.1,4166
0.7,Good,D,VVS1,59.2,59,5.76,5.79,3.42,4198
1.51,Very Good,E,SI1,63.5,57,7.28,7.23,4.61,10891
0.85,Ideal,E,SI2,60.7,55,6.14,6.19,3.74,3441
0.7,Very Good,E,VVS1,61.6,61,5.7,5.73,3.52,4171
1.13,Ideal,I,SI2,62,55,6.68,6.7,4.15,5378
1,Premium,E,SI2,58.5,61,6.52,6.48,3.8,4202
0.76,Ideal,H,VVS2,61,56,5.85,5.91,3.59,3249
0.91,Very Good,F,SI2,63,59,6.12,6.17,3.87,3405
1.54,Ideal,G,VS1,62.3,57,7.35,7.38,4.59,13846
1.2,Premium,F,SI1,62.9,58,6.76,6.69,4.23,6435
1.15,Good,F,SI2,63.8,57,6.65,6.6,4.23,4437
0.71,Good,G,VS2,58.9,61,5.81,5.84,3.43,2649
1.01,Very Good,F,SI2,60.7,57,6.42,6.46,3.91,4004
2.51,Very Good,E,SI2,63.1,56,8.65,8.6,5.44,16717
1.51,Very Good,G,VS2,59.3,58,7.32,7.49,4.39,11161
0.65,Ideal,G,VS1,60.6,60,5.58,5.61,3.39,2242
0.79,Very Good,J,VS2,60.8,56,5.98,6.02,3.65,2300
1.7,Premium,I,VS2,60.5,61,7.68,7.65,4.64,11369
1.01,Very Good,D,I1,63.4,61,6.38,6.3,4.02,2291
1,Good,H,SI1,61.5,64,6.38,6.41,3.93,4568
1.23,Ideal,J,SI1,62.2,57,6.89,6.81,4.26,5407
0.54,Ideal,F,VVS2,61,57,5.26,5.3,3.22,2109
1.55,Ideal,I,VVS2,61.3,59,7.41,7.46,4.56,11430
1.04,Ideal,F,SI2,62.4,56,6.4,6.48,4.02,4486
0.71,Premium,G,SI2,62.7,60,5.69,5.63,3.55,2147
1.01,Good,F,SI2,63.7,59,6.28,6.38,4.03,4166
1,Good,F,VS2,64.2,58,6.32,6.26,4.04,5606
2.01,Ideal,I,VS1,62.5,56,8.08,8.02,5.03,17068
0.7,Very Good,F,SI1,63.5,56,5.58,5.66,3.57,2401
1.37,Premium,H,VS2,62.5,59,7.12,7.05,4.43,8562
0.9,Premium,I,VS1,61,55,6.29,6.27,3.83,3720
2.1,Fair,F,SI2,64.7,61,7.97,7.92,5.14,15827
1.35,Premium,H,VS2,60.5,62,7.16,7.11,4.32,6093
0.9,Ideal,E,VVS2,62.8,54,6.11,6.21,3.87,7286
0.9,Very Good,I,VS2,59.3,59,6.27,6.3,3.73,3992
0.72,Premium,F,SI1,62,60,5.77,5.74,3.57,2385
1.32,Ideal,I,SI1,62,57,6.99,7.04,4.35,7162
1.21,Very Good,D,SI2,62.4,58,6.77,6.83,4.24,6248
1.2,Ideal,E,VVS1,60.1,61,6.83,6.91,4.13,15185
1.51,Very Good,J,VVS2,62.6,63,7.24,7.29,4.55,8550
1.08,Ideal,H,SI2,62.1,56,6.54,6.6,4.08,4344
0.71,Fair,D,SI1,64.6,60,5.55,5.6,3.6,2151
0.56,Ideal,G,VVS2,62.1,56,5.31,5.29,3.29,2357
0.7,Very Good,D,SI1,62.5,63,5.7,5.63,3.54,2318
1.11,Very Good,G,VS2,62.2,55,6.61,6.67,4.13,6593
1.41,Premium,D,SI2,61.1,56,7.19,7.15,4.38,6988
0.9,Very Good,E,VS2,62.1,55,6.14,6.23,3.84,4919
1.5,Good,H,SI1,61,59,7.31,7.39,4.48,9394
1.5,Ideal,I,VS2,62.6,55,7.39,7.31,4.6,9408
1.24,Very Good,F,VS2,59.6,59,7,7.07,4.19,8929
1.02,Fair,I,SI2,66.2,57,6.34,6.26,4.17,3290
1.51,Ideal,I,VS2,59.9,56,7.49,7.42,4.47,9471
1.21,Very Good,E,VS2,61.5,59,6.82,6.88,4.21,8886
1.24,Ideal,F,VVS1,61.2,55,6.94,6.98,4.26,15026
1.2,Very Good,H,SI1,62.4,57,6.76,6.8,4.23,5868
0.7,Very Good,F,SI1,61.7,59,5.64,5.68,3.49,2313
0.66,Ideal,D,VVS2,61.6,57,5.57,5.64,3.45,3103
2.01,Very Good,E,SI1,60.8,59,8.14,8.2,4.97,16956
1.21,Ideal,E,VVS1,62,55,6.8,6.88,4.24,13595
1.12,Premium,H,SI2,61,56,6.68,6.65,4.07,4077
0.91,Premium,F,SI2,62.1,56,6.26,6.21,3.87,3096
1.09,Fair,F,SI2,66.3,56,6.47,6.39,4.27,3170
0.9,Very Good,I,SI1,61.8,56,6.19,6.24,3.84,3407
1.41,Good,D,SI2,63.9,60,7.08,7,4.5,7501
1.01,Very Good,J,SI2,61.9,59,6.34,6.38,3.94,3592
1.1,Ideal,G,VS2,62,56,6.68,6.6,4.12,6653
1.02,Good,F,SI2,63.8,53,6.46,6.37,4.09,4238
1.52,Premium,H,VS1,61.4,58,7.44,7.3,4.55,11621
0.58,Ideal,F,VVS2,61.9,56,5.35,5.38,3.32,2380
1.31,Premium,J,SI1,59.4,60,7.06,7.12,4.21,5446
1.05,Very Good,E,VS1,63.1,59,6.49,6.45,4.08,7969
0.71,Good,H,SI1,64,61,5.61,5.54,3.57,2207
1.63,Premium,I,VS1,60.9,58,7.63,7.58,4.63,8900
0.84,Fair,D,SI2,64.5,60,5.92,5.84,3.79,2167
1.01,Very Good,I,SI2,63.1,54,6.39,6.35,4.02,3818
1.08,Fair,E,SI1,53.8,63,6.99,6.81,3.71,4790
1.33,Very Good,J,SI1,64,53,6.93,7.01,4.46,5327
1.05,Ideal,G,VS1,61.3,57,6.58,6.51,4.01,7155
1.1,Ideal,E,I1,61.9,56,6.59,6.63,4.09,3872
1.51,Ideal,F,VS1,62.1,56,7.38,7.34,4.57,16520
1.64,Premium,E,SI1,59.5,58,7.72,7.64,4.57,14236
0.74,Ideal,I,VS1,60.8,57,5.86,5.88,3.57,2557
0.9,Very Good,D,SI1,61,63,6.1,6.13,3.73,4381
1.24,Very Good,J,VS1,62.1,58,6.85,6.96,4.29,5783
1.07,Ideal,G,VS1,62.1,57,6.48,6.57,4.05,7858
0.7,Good,H,VVS2,60.5,62,5.66,5.74,3.45,2611
2.11,Premium,G,SI2,62.2,60,8.19,8.15,5.08,16336
1.5,Premium,E,VS2,59.5,58,7.53,7.46,4.46,14386
1.11,Premium,F,VS2,63,56,6.62,6.49,4.15,6589
0.95,Premium,E,SI2,58.9,61,6.45,6.41,3.79,3907
2.35,Premium,H,SI2,62.3,58,8.51,8.44,5.28,16340
1.54,Ideal,G,VVS2,62.5,57,7.36,7.3,4.58,15197
1.22,Premium,H,SI1,62.4,58,6.82,6.77,4.24,6153
0.7,Premium,F,SI1,61.6,58,5.73,5.7,3.52,2463
1.5,Very Good,G,VS1,62.4,57,7.24,7.31,4.54,13379
1.03,Ideal,G,VVS1,62,56,6.54,6.5,4.04,8398
2.01,Premium,I,SI2,62.7,58,8.02,7.97,5.01,10558
1.1,Very Good,I,VS2,61.8,58,6.59,6.62,4.08,5524
0.91,Very Good,H,SI2,63.3,58,6.11,6.06,3.85,3756
1.5,Ideal,G,SI1,61,57,7.38,7.41,4.51,12009
1.02,Good,H,SI1,63.9,55,6.4,6.37,4.08,4558
1.11,Ideal,E,SI1,61.4,58,6.66,6.62,4.08,6291
0.7,Good,E,SI1,59.8,64,5.75,5.69,3.42,2079
2.01,Ideal,I,SI1,62.3,58,8.06,8.02,5.01,14540
0.68,Very Good,G,VS1,60.7,58,5.68,5.75,3.47,2114
0.73,Ideal,I,VS1,61.6,55,5.77,5.79,3.56,2596
0.9,Premium,E,VS2,62.3,55,6.18,6.14,3.84,4062
1.1,Ideal,F,SI2,62.4,56,6.58,6.62,4.12,5596
1.14,Ideal,J,SI1,61.7,54,6.71,6.74,4.15,4708
1.01,Premium,J,SI2,61.7,58,6.4,6.44,3.96,3499
1.04,Ideal,F,VVS1,61.6,55,6.5,6.53,4.02,10825
1.31,Premium,H,SI1,62.4,58,7.02,6.96,4.36,7527
0.7,Premium,G,VS2,61.8,58,5.66,5.64,3.49,2479
1.01,Good,E,SI1,64.3,59,6.31,6.28,4.05,4181
1.01,Very Good,H,VS2,63.1,62,6.18,6.15,3.89,4208
2.1,Ideal,I,SI2,61.9,56,8.22,8.2,5.08,15653
0.71,Very Good,F,VS2,59.6,56,5.84,5.88,3.49,2994
0.7,Very Good,I,VS2,60.8,61,5.72,5.76,3.49,2360
0.7,Ideal,E,VS2,61.1,59,5.67,5.73,3.48,3201
1.01,Very Good,G,VS1,62.3,60,6.35,6.49,4,6368
0.5,Ideal,G,IF,60.8,54,5.19,5.2,3.16,2287
1.5,Ideal,I,I1,61.3,57,7.36,7.39,4.52,5593
1.21,Ideal,H,VS2,62.9,57,6.8,6.75,4.26,6302
1.01,Premium,H,VS1,62.1,62,6.36,6.32,3.94,5826
1.16,Very Good,H,SI2,62.8,59,6.7,6.64,4.19,5799
0.91,Very Good,E,VS2,59.4,59,6.3,6.36,3.76,4795
1.01,Very Good,H,SI1,63.5,57,6.31,6.35,4.02,4659
0.53,Ideal,F,VS1,61.7,55,5.18,5.22,3.21,2046
0.71,Ideal,J,SI1,60.7,61,5.72,5.77,3.49,2001
1.59,Ideal,D,SI2,61.6,55,7.48,7.45,4.6,8975
1.5,Premium,G,SI1,62.9,56,7.34,7.22,4.58,9954
1.5,Premium,H,SI1,62.4,58,7.33,7.28,4.56,9697
1.01,Ideal,E,SI2,62.8,57,6.38,6.35,4,4434
2.4,Ideal,H,SI2,62,55,8.6,8.57,5.32,18541
1.51,Ideal,H,SI1,61.9,58,7.33,7.37,4.55,10096
1,Good,F,SI1,63.6,58,6.31,6.27,4,4939
1,Very Good,J,SI1,61.9,62,6.33,6.36,3.93,3465
1.01,Good,F,SI2,59.4,60,6.44,6.49,3.84,4011
1.52,Ideal,I,VS1,61.8,55,7.38,7.41,4.57,10851
0.9,Very Good,G,VS1,61.5,56,6.15,6.2,3.8,4116
1.09,Good,H,SI1,62.4,64,6.61,6.51,4.09,4700
0.71,Premium,E,VS2,59.6,60,5.85,5.8,3.47,2902
1.01,Ideal,E,VVS2,62,56,6.43,6.35,4.01,9483
1.19,Premium,H,SI2,61.9,58,6.84,6.77,4.21,4332
1.01,Good,G,SI1,62.8,58,6.36,6.29,3.97,4641
2.2,Premium,I,SI2,62.4,55,8.41,8.34,5.23,16190
1,Ideal,J,VS2,62.4,54,6.4,6.46,4.01,4539
1.05,Premium,G,SI2,61.6,60,6.56,6.49,4.02,4318
0.93,Premium,F,SI1,62.3,58,6.18,6.22,3.86,4373
1.14,Ideal,G,SI1,62.2,56,6.69,6.66,4.15,5650
0.7,Premium,H,VS1,60.2,56,5.78,5.71,3.46,2435
2.01,Very Good,I,VS1,62.9,59,7.94,8.03,5.02,18041
2.49,Fair,J,I1,66.3,58,8.26,8.18,5.45,6289
0.9,Very Good,F,SI1,59.8,54,6.25,6.32,3.76,4054
1.13,Premium,H,SI1,62.6,60,6.68,6.62,4.16,4256
1.52,Premium,F,VS2,59.4,55,7.52,7.46,4.45,14388
2.08,Ideal,H,SI1,58.7,60,8.36,8.4,4.92,18760
1.2,Very Good,E,VS2,60.7,59,6.79,6.86,4.14,8769
0.7,Premium,F,SI1,62.2,59,5.73,5.69,3.55,2423
0.74,Ideal,F,VS2,61.9,57,5.79,5.81,3.59,3454
1.5,Very Good,I,SI1,61.4,62,7.26,7.33,4.48,7722
0.8,Ideal,E,SI1,62.3,54,5.95,5.97,3.71,3622
1.01,Ideal,H,SI1,62.3,55,6.43,6.37,3.99,4977
1.01,Good,E,VS1,63.8,60,6.25,6.23,3.98,7127
1.51,Premium,F,VS1,60,60,7.42,7.39,4.44,16551
1.01,Very Good,F,VS2,61.1,56,6.49,6.56,3.99,5988
0.7,Premium,H,VS2,61.7,59,5.66,5.68,3.5,2010
0.5,Ideal,D,VVS2,61.9,55.1,5.07,5.1,3.15,2639
0.72,Premium,H,VS2,61.7,56,5.77,5.73,3.55,2316
1.7,Premium,E,SI2,59.8,59,7.76,7.66,4.61,9596
1.01,Premium,F,VVS2,59.3,60,6.52,6.5,3.86,8579
0.72,Ideal,I,VS1,61.4,58,5.73,5.77,3.53,2498
1.02,Very Good,D,SI2,61.5,56,6.47,6.51,3.99,4633
0.71,Ideal,I,VVS1,61.4,56,5.73,5.76,3.53,2606
1.26,Very Good,I,VS1,61.8,61,6.9,6.95,4.28,6566
2.09,Very Good,I,VS1,62.9,57,8.09,8.13,5.1,18215
2.14,Very Good,I,VS2,62.8,59,8.16,8.21,5.14,15931
2.39,Premium,H,SI1,60.6,58,8.65,8.58,5.22,16687
1.7,Ideal,H,VS2,62.3,57,7.68,7.65,4.78,11605
1.52,Ideal,E,SI1,62.1,56,7.35,7.38,4.57,13280
0.57,Ideal,H,VVS1,60.9,56,5.38,5.36,3.27,2052
1,Ideal,J,VS1,61.1,57,6.43,6.48,3.95,4466
1.18,Premium,H,SI2,58.7,60,7.01,6.93,4.09,4956
1.34,Very Good,H,VVS2,59.7,60,7.19,7.22,4.3,9735
0.52,Ideal,F,VVS2,60.6,56,5.22,5.24,3.17,2137
0.77,Premium,G,SI1,60.7,58,5.95,5.98,3.62,2563
0.72,Premium,D,SI2,61.3,59,5.79,5.76,3.54,2155
1.5,Premium,I,VS2,62.3,59,7.24,7.3,4.53,8431
0.96,Very Good,F,SI2,59.8,59,6.38,6.45,3.84,4218
0.78,Very Good,E,SI1,60.9,57,5.93,5.97,3.62,3055
0.72,Ideal,I,VS2,61.8,55,5.75,5.79,3.56,2918
1.19,Premium,G,SI2,58.9,60,7,6.92,4.09,4758
0.9,Very Good,H,VS2,63.3,59,6.05,6.01,3.82,4082
1.01,Good,F,VS1,62.9,64,6.38,6.28,3.98,5606
0.83,Very Good,G,SI2,63.1,61,5.96,5.92,3.75,2259
1.05,Ideal,H,SI1,61.8,56,6.52,6.58,4.05,4975
0.74,Ideal,H,SI1,62.1,56,5.86,5.84,3.63,2375
1.25,Ideal,I,SI2,63.3,56,6.87,6.83,4.34,5292
1.2,Very Good,G,SI1,61.9,58,6.74,6.79,4.19,7372
1.11,Good,F,SI1,62.1,61,6.58,6.62,4.1,5602
2.02,Premium,H,SI2,61.4,59,8.15,8.08,4.98,15606
1.01,Good,H,SI1,60.3,64,6.5,6.53,3.93,4559
1.19,Good,J,VS1,63.6,54,6.78,6.74,4.3,4931
1.1,Ideal,E,SI1,61.3,56,6.65,6.7,4.09,6743
0.63,Premium,D,VS1,59.2,61,5.6,5.55,3.3,2554
0.53,Ideal,F,IF,61.3,57,5.21,5.19,3.19,2682
1.2,Ideal,F,SI1,61.5,53,6.87,6.9,4.24,7463
1.7,Premium,F,SI2,61.8,60,7.64,7.56,4.7,10377
0.9,Good,E,SI1,58.3,61,6.24,6.29,3.65,4165
1.7,Ideal,J,VS1,60.9,58,7.73,7.68,4.69,10589
0.77,Very Good,D,SI1,58.6,59,6,6.04,3.53,3160
0.8,Premium,F,VS2,62.4,59,5.92,5.85,3.67,3285
1.02,Ideal,G,SI1,62.2,56,6.46,6.44,4.01,5044
0.99,Good,F,SI2,63.3,54,6.36,6.43,4.05,4052
0.54,Very Good,G,IF,62.5,58,5.19,5.27,3.27,2128
0.75,Ideal,D,VS1,62.4,56,5.79,5.84,3.63,3961
0.71,Very Good,G,SI1,62.7,59,5.65,5.67,3.55,2201
0.71,Ideal,F,SI2,59.9,59,5.79,5.83,3.48,2161
0.9,Fair,D,SI2,66.9,57,6.02,5.9,3.99,2885
0.63,Premium,E,VS1,60.4,58,5.59,5.64,3.39,2171
0.77,Premium,E,VS2,60.5,59,5.92,5.98,3.6,3291
0.58,Ideal,D,VVS2,62.1,57,5.32,5.4,3.32,2617
1.53,Ideal,J,VS1,62.4,54,7.34,7.38,4.59,8943
0.7,Ideal,E,VS2,61.7,55,5.7,5.74,3.53,3612
2.04,Premium,E,SI2,58.3,58,8.35,8.31,4.86,17379
2.16,Premium,H,SI2,59.7,60,8.38,8.3,4.98,16400
1.14,Ideal,I,VS1,61.7,53,6.75,6.77,4.17,5863
1.01,Very Good,F,SI1,62.7,56,6.39,6.36,4,5078
1.01,Ideal,D,SI1,61.2,57,6.47,6.44,3.95,5543
1.22,Very Good,I,VS1,62.9,53.8,6.79,6.83,4.29,6763
1.05,Ideal,G,VS1,61.5,55,6.56,6.59,4.04,7247
1.38,Fair,G,SI2,61.2,59,7.19,7.13,4.38,4730
2.13,Premium,F,SI2,62.4,58,8.22,8.16,5.11,13760
1.61,Premium,H,SI1,62.8,58,7.47,7.4,4.67,7754
1.01,Premium,G,SI2,62.4,58,6.38,6.41,3.99,4362
2.07,Premium,E,SI1,61.2,58,8.24,8.19,5.03,16957
0.82,Premium,G,SI2,60.7,61,6.01,5.98,3.64,2512
1.01,Premium,E,VS1,62,59,6.42,6.38,3.97,7964
1,Very Good,E,SI2,62.8,59,6.3,6.34,3.97,4125
1.02,Ideal,I,SI1,61.3,56,6.52,6.47,3.98,4455
2.12,Premium,I,SI2,60.6,59,8.3,8.27,5.02,15235
0.92,Very Good,F,SI1,62.7,57,6.14,6.2,3.87,4037
0.7,Ideal,F,SI1,61.2,55,5.74,5.76,3.52,3119
1.16,Ideal,H,SI1,64.2,59,6.66,6.61,4.26,5411
1.23,Ideal,G,VS2,61.5,54,6.92,6.89,4.25,8133
0.9,Good,G,VS1,61,62,6.16,6.24,3.78,4395
1.05,Very Good,D,SI1,61.6,61,6.5,6.55,4.02,5255
0.58,Ideal,D,VS2,61.5,56,5.37,5.4,3.31,2590
1.28,Good,J,SI1,63.4,59,6.84,6.89,4.35,4878
0.91,Good,F,SI1,63.7,58,6.1,6.17,3.91,3993
1.31,Ideal,I,VS1,62.1,56,7.01,7.04,4.36,6617
1.01,Ideal,F,VS2,62.1,57,6.46,6.42,4,6787
1.59,Premium,I,VS2,59.9,60,7.61,7.57,4.55,9474
1.33,Ideal,G,VVS1,62.2,54,7.02,7.06,4.38,12255
0.93,Fair,G,SI1,64.4,57,6.14,6.09,3.94,3358
1.04,Ideal,G,VS2,62,59,6.43,6.5,4.01,6286
0.74,Very Good,G,SI2,63.3,57,5.73,5.7,3.62,2398
0.9,Very Good,G,SI1,62.9,56,6.11,6.17,3.86,3945
1.33,Very Good,G,SI2,62,59,7.1,7.04,4.38,6603
2.14,Premium,H,SI2,61.2,57,8.36,8.32,5.1,13421
1.01,Very Good,F,SI1,63,57,6.36,6.4,4.02,4549
0.71,Premium,F,VS1,61.8,59,5.73,5.69,3.53,2790
1.01,Premium,J,SI2,58.3,62,6.49,6.43,3.77,2683
0.76,Ideal,F,IF,59.6,58,5.95,5.96,3.55,4596
1.61,Premium,H,SI1,60.8,56,7.61,7.58,4.62,11169
1.51,Good,D,SI2,62.1,60,7.25,7.3,4.52,9069
1.2,Ideal,E,VVS1,61.6,57,6.83,6.78,4.19,13597
1.23,Ideal,D,VS2,62.3,57,6.86,6.82,4.26,9836
2.01,Very Good,H,SI1,60.1,60,8.25,8.2,4.94,17476
1.03,Ideal,G,VS1,62.2,59,6.48,6.42,4.01,7211
1.09,Very Good,F,SI1,62.3,57,6.55,6.61,4.1,5570
1.3,Ideal,H,VS2,62.8,56,7.03,6.93,4.38,8124
0.77,Ideal,G,SI2,61.2,57,5.94,5.98,3.65,2275
1.21,Ideal,H,VS2,61.9,55,6.86,6.8,4.23,7250
1.05,Premium,E,SI2,59.5,59,6.65,6.59,3.94,4742
1.01,Good,H,VS2,63.1,59,6.3,6.34,3.99,5166
0.7,Very Good,G,VVS2,61,59,5.67,5.7,3.47,3039
